movedur,added_mass,target,effmass,effmass_mean,sum_t2
1.9,2,5,3.9341,3.7964,0.049304
1.9,2,6,5.9157,5.6436,0.042787
1.9,2,7,3.8084,3.7376,0.053275
1.9,2,8,5.4321,5.4256,0.041196
2,2,1,3.6997,3.7946,0.042259
2,2,2,5.448,5.6401,0.036694
2,2,3,3.6997,3.7368,0.045684
2,2,4,5.448,5.4257,0.03532
2,2,5,3.9341,3.7964,0.042272
2,2,6,5.9157,5.6435,0.036686
2,2,7,3.8084,3.7376,0.045678
2,2,8,5.4321,5.4256,0.035322
2.1,2,1,3.6997,3.7946,0.036506
2.1,2,2,5.448,5.6401,0.031698
2.1,2,3,3.6997,3.7368,0.039464
2.1,2,4,5.448,5.4257,0.030512
2.1,2,5,3.9341,3.7963,0.036516
2.1,2,6,5.9157,5.6434,0.031692
2.1,2,7,3.8084,3.7376,0.039459
2.1,2,8,5.4321,5.4256,0.030513
2.2,2,1,3.6997,3.7947,0.031752
2.2,2,2,5.448,5.6402,0.027569
2.2,2,3,3.6997,3.7368,0.034323
2.2,2,4,5.448,5.4257,0.026538
2.2,2,5,3.9341,3.7963,0.031759
2.2,2,6,5.9157,5.6433,0.027564
2.2,2,7,3.8084,3.7375,0.03432
2.2,2,8,5.4321,5.4256,0.026538
2.3,2,1,3.6997,3.7947,0.027788
2.3,2,2,5.448,5.6402,0.024127
2.3,2,3,3.6997,3.7368,0.030038
2.3,2,4,5.448,5.4257,0.023225
2.3,2,5,3.9341,3.7962,0.027794
2.3,2,6,5.9157,5.6433,0.024123
2.3,2,7,3.8084,3.7375,0.030036
2.3,2,8,5.4321,5.4256,0.023225
2.4,2,1,3.6997,3.7947,0.024458
2.4,2,2,5.448,5.6403,0.021235
2.4,2,3,3.6997,3.7368,0.026438
2.4,2,4,5.448,5.4257,0.020441
2.4,2,5,3.9341,3.7962,0.024462
2.4,2,6,5.9157,5.6432,0.021232
2.4,2,7,3.8084,3.7375,0.026436
2.4,2,8,5.4321,5.4256,0.020441
2.5,2,1,3.6997,3.7947,0.021639
2.5,2,2,5.448,5.6403,0.018787
2.5,2,3,3.6997,3.7368,0.02339
2.5,2,4,5.448,5.4257,0.018085
2.5,2,5,3.9341,3.7961,0.021643
2.5,2,6,5.9157,5.6431,0.018785
2.5,2,7,3.8084,3.7375,0.023389
2.5,2,8,5.4321,5.4256,0.018085
2.6,2,1,3.6997,3.7948,0.019237
2.6,2,2,5.448,5.6404,0.016702
2.6,2,3,3.6997,3.7368,0.020794
2.6,2,4,5.448,5.4257,0.016077
2.6,2,5,3.9341,3.7961,0.01924
2.6,2,6,5.9157,5.643,0.0167
2.6,2,7,3.8084,3.7375,0.020793
2.6,2,8,5.4321,5.4256,0.016078
2.7,2,1,3.6997,3.7948,0.017178
2.7,2,2,5.448,5.6404,0.014914
2.7,2,3,3.6997,3.7368,0.018568
2.7,2,4,5.448,5.4257,0.014356
2.7,2,5,3.9341,3.7961,0.01718
2.7,2,6,5.9157,5.643,0.014912
2.7,2,7,3.8084,3.7374,0.018567
2.7,2,8,5.4321,5.4256,0.014357
2.8,2,1,3.6997,3.7948,0.015403
2.8,2,2,5.448,5.6404,0.013372
2.8,2,3,3.6997,3.7368,0.016649
2.8,2,4,5.448,5.4257,0.012873
2.8,2,5,3.9341,3.796,0.015404
2.8,2,6,5.9157,5.6429,0.013371
2.8,2,7,3.8084,3.7374,0.016648
2.8,2,8,5.4321,5.4256,0.012873
2.9,2,1,3.6997,3.7948,0.013864
2.9,2,2,5.448,5.6405,0.012036
2.9,2,3,3.6997,3.7369,0.014985
2.9,2,4,5.448,5.4257,0.011586
2.9,2,5,3.9341,3.796,0.013865
2.9,2,6,5.9157,5.6429,0.012035
2.9,2,7,3.8084,3.7374,0.014984
2.9,2,8,5.4321,5.4256,0.011586
3,2,1,3.6997,3.7948,0.012523
3,2,2,5.448,5.6405,0.010872
3,2,3,3.6997,3.7369,0.013536
3,2,4,5.448,5.4257,0.010466
3,2,5,3.9341,3.796,0.012524
3,2,6,5.9157,5.6428,0.010871
3,2,7,3.8084,3.7374,0.013535
3,2,8,5.4321,5.4256,0.010466
0.2,3,1,4.7341,4.8354,3.9377
0.2,3,2,6.5114,6.7138,2.7473
0.2,3,3,4.7341,4.7559,3.4505
0.2,3,4,6.5114,6.4788,2.1351
0.2,3,5,4.9943,4.8532,3.3473
0.2,3,6,7.0302,6.7492,2.2549
0.2,3,7,4.8136,4.7613,4.1243
0.2,3,8,6.4712,6.4761,2.7051
0.3,3,1,4.7341,4.8376,6.802
0.3,3,2,6.5114,6.7181,4.7047
0.3,3,3,4.7341,4.7563,6.7391
0.3,3,4,6.5114,6.478,4.2461
0.3,3,5,4.9943,4.8498,6.4934
0.3,3,6,7.0302,6.7424,4.409
0.3,3,7,4.8136,4.76,7.1103
0.3,3,8,6.4712,6.4761,4.571
0.4,3,1,4.7341,4.8387,6.7621
0.4,3,2,6.5114,6.7204,4.6295
0.4,3,3,4.7341,4.7565,7.1465
0.4,3,4,6.5114,6.4775,4.5404
0.4,3,5,4.9943,4.848,6.8597
0.4,3,6,7.0302,6.7389,4.6785
0.4,3,7,4.8136,4.7593,7.0625
0.4,3,8,6.4712,6.4761,4.4714
0.5,3,1,4.7341,4.8394,4.6203
0.5,3,2,6.5114,6.7217,3.1509
0.5,3,3,4.7341,4.7566,4.9019
0.5,3,4,6.5114,6.4772,3.1027
0.5,3,5,4.9943,4.8469,4.6997
0.5,3,6,7.0302,6.7367,3.1915
0.5,3,7,4.8136,4.7589,4.8323
0.5,3,8,6.4712,6.4761,3.0462
0.6,3,1,4.7341,4.8399,2.9099
0.6,3,2,6.5114,6.7227,1.9805
0.6,3,3,4.7341,4.7567,3.0653
0.6,3,4,6.5114,6.4771,1.9325
0.6,3,5,4.9943,4.8462,2.9356
0.6,3,6,7.0302,6.7352,1.987
0.6,3,7,4.8136,4.7586,3.047
0.6,3,8,6.4712,6.4761,1.9192
0.7,3,1,4.7341,4.8402,1.8713
0.7,3,2,6.5114,6.7234,1.2721
0.7,3,3,4.7341,4.7568,1.9641
0.7,3,4,6.5114,6.4769,1.2361
0.7,3,5,4.9943,4.8456,1.8792
0.7,3,6,7.0302,6.7342,1.2709
0.7,3,7,4.8136,4.7584,1.9606
0.7,3,8,6.4712,6.4761,1.2344
0.8,3,1,4.7341,4.8405,1.263
0.8,3,2,6.5114,6.7239,0.85811
0.8,3,3,4.7341,4.7568,1.3245
0.8,3,4,6.5114,6.4768,0.83328
0.8,3,5,4.9943,4.8452,1.2665
0.8,3,6,7.0302,6.7334,0.85691
0.8,3,7,4.8136,4.7583,1.3234
0.8,3,8,6.4712,6.4761,0.83304
0.9,3,1,4.7341,4.8407,0.89143
0.9,3,2,6.5114,6.7243,0.60547
0.9,3,3,4.7341,4.7568,0.93441
0.9,3,4,6.5114,6.4767,0.58793
0.9,3,5,4.9943,4.8449,0.89322
0.9,3,6,7.0302,6.7327,0.60477
0.9,3,7,4.8136,4.7581,0.9339
0.9,3,8,6.4712,6.4761,0.58786
1,3,1,4.7341,4.8408,0.6517
1,3,2,6.5114,6.7246,0.44256
1,3,3,4.7341,4.7569,0.68288
1,3,4,6.5114,6.4767,0.42971
1,3,5,4.9943,4.8447,0.65266
1,3,6,7.0302,6.7322,0.44212
1,3,7,4.8136,4.758,0.68264
1,3,8,6.4712,6.4761,0.42973
1.1,3,1,4.7341,4.841,0.49034
1.1,3,2,6.5114,6.7249,0.33293
1.1,3,3,4.7341,4.7569,0.51368
1.1,3,4,6.5114,6.4766,0.32327
1.1,3,5,4.9943,4.8445,0.49089
1.1,3,6,7.0302,6.7318,0.33265
1.1,3,7,4.8136,4.7579,0.51356
1.1,3,8,6.4712,6.4761,0.3233
1.2,3,1,4.7341,4.8411,0.37801
1.2,3,2,6.5114,6.7251,0.25663
1.2,3,3,4.7341,4.7569,0.39594
1.2,3,4,6.5114,6.4766,0.24919
1.2,3,5,4.9943,4.8443,0.37834
1.2,3,6,7.0302,6.7315,0.25645
1.2,3,7,4.8136,4.7579,0.39587
1.2,3,8,6.4712,6.4761,0.24921
1.3,3,1,4.7341,4.8412,0.29748
1.3,3,2,6.5114,6.7253,0.20193
1.3,3,3,4.7341,4.7569,0.31156
1.3,3,4,6.5114,6.4765,0.19609
1.3,3,5,4.9943,4.8441,0.29769
1.3,3,6,7.0302,6.7312,0.20182
1.3,3,7,4.8136,4.7578,0.31152
1.3,3,8,6.4712,6.4761,0.19611
1.4,3,1,4.7341,4.8413,0.23827
1.4,3,2,6.5114,6.7254,0.16172
1.4,3,3,4.7341,4.7569,0.24952
1.4,3,4,6.5114,6.4765,0.15705
1.4,3,5,4.9943,4.844,0.23841
1.4,3,6,7.0302,6.7309,0.16165
1.4,3,7,4.8136,4.7578,0.2495
1.4,3,8,6.4712,6.4761,0.15706
1.5,3,1,4.7341,4.8413,0.19377
1.5,3,2,6.5114,6.7256,0.13151
1.5,3,3,4.7341,4.7569,0.20291
1.5,3,4,6.5114,6.4765,0.12771
1.5,3,5,4.9943,4.8439,0.19386
1.5,3,6,7.0302,6.7307,0.13146
1.5,3,7,4.8136,4.7577,0.20289
1.5,3,8,6.4712,6.4761,0.12772
1.6,3,1,4.7341,4.8414,0.15968
1.6,3,2,6.5114,6.7257,0.10837
1.6,3,3,4.7341,4.757,0.16721
1.6,3,4,6.5114,6.4765,0.10524
1.6,3,5,4.9943,4.8438,0.15975
1.6,3,6,7.0302,6.7305,0.10833
1.6,3,7,4.8136,4.7577,0.1672
1.6,3,8,6.4712,6.4761,0.10525
1.7,3,1,4.7341,4.8414,0.13315
1.7,3,2,6.5114,6.7258,0.090353
1.7,3,3,4.7341,4.757,0.13941
1.7,3,4,6.5114,6.4764,0.087751
1.7,3,5,4.9943,4.8437,0.13319
1.7,3,6,7.0302,6.7303,0.090328
1.7,3,7,4.8136,4.7577,0.13941
1.7,3,8,6.4712,6.4761,0.087755
1.8,3,1,4.7341,4.8415,0.11217
1.8,3,2,6.5114,6.7259,0.076118
1.8,3,3,4.7341,4.757,0.11745
1.8,3,4,6.5114,6.4764,0.073928
1.8,3,5,4.9943,4.8436,0.1122
1.8,3,6,7.0302,6.7302,0.0761
1.8,3,7,4.8136,4.7576,0.11744
1.8,3,8,6.4712,6.4761,0.073931
1.9,3,1,4.7341,4.8415,0.095383
1.9,3,2,6.5114,6.726,0.064722
1.9,3,3,4.7341,4.757,0.099868
1.9,3,4,6.5114,6.4764,0.062861
1.9,3,5,4.9943,4.8436,0.095406
1.9,3,6,7.0302,6.73,0.064709
1.9,3,7,4.8136,4.7576,0.099863
1.9,3,8,6.4712,6.4761,0.062863
2,3,1,4.7341,4.8416,0.081782
2,3,2,6.5114,6.7261,0.055492
2,3,3,4.7341,4.757,0.085626
2,3,4,6.5114,6.4764,0.053897
2,3,5,4.9943,4.8435,0.081799
2,3,6,7.0302,6.7299,0.055482
2,3,7,4.8136,4.7576,0.085623
2,3,8,6.4712,6.4761,0.053899
2.1,3,1,4.7341,4.8416,0.070649
2.1,3,2,6.5114,6.7261,0.047936
2.1,3,3,4.7341,4.757,0.073968
2.1,3,4,6.5114,6.4764,0.046559
2.1,3,5,4.9943,4.8435,0.070661
2.1,3,6,7.0302,6.7298,0.047929
2.1,3,7,4.8136,4.7576,0.073966
2.1,3,8,6.4712,6.4761,0.04656
2.2,3,1,4.7341,4.8416,0.061447
2.2,3,2,6.5114,6.7262,0.041692
2.2,3,3,4.7341,4.757,0.064333
2.2,3,4,6.5114,6.4764,0.040495
2.2,3,5,4.9943,4.8434,0.061457
2.2,3,6,7.0302,6.7297,0.041687
2.2,3,7,4.8136,4.7575,0.064332
2.2,3,8,6.4712,6.4761,0.040496
2.3,3,1,4.7341,4.8417,0.053777
2.3,3,2,6.5114,6.7263,0.036487
2.3,3,3,4.7341,4.757,0.056302
2.3,3,4,6.5114,6.4763,0.035439
2.3,3,5,4.9943,4.8434,0.053784
2.3,3,6,7.0302,6.7296,0.036483
2.3,3,7,4.8136,4.7575,0.056301
2.3,3,8,6.4712,6.4761,0.03544
2.4,3,1,4.7341,4.8417,0.047331
2.4,3,2,6.5114,6.7263,0.032114
2.4,3,3,4.7341,4.757,0.049554
2.4,3,4,6.5114,6.4763,0.031192
2.4,3,5,4.9943,4.8433,0.047337
2.4,3,6,7.0302,6.7295,0.03211
2.4,3,7,4.8136,4.7575,0.049552
2.4,3,8,6.4712,6.4761,0.031192
2.5,3,1,4.7341,4.8417,0.041876
2.5,3,2,6.5114,6.7264,0.028412
2.5,3,3,4.7341,4.757,0.043842
2.5,3,4,6.5114,6.4763,0.027597
2.5,3,5,4.9943,4.8433,0.041881
2.5,3,6,7.0302,6.7294,0.028409
2.5,3,7,4.8136,4.7575,0.043841
2.5,3,8,6.4712,6.4761,0.027597
2.6,3,1,4.7341,4.8417,0.037228
2.6,3,2,6.5114,6.7264,0.025258
2.6,3,3,4.7341,4.757,0.038975
2.6,3,4,6.5114,6.4763,0.024533
2.6,3,5,4.9943,4.8432,0.037232
2.6,3,6,7.0302,6.7294,0.025256
2.6,3,7,4.8136,4.7575,0.038975
2.6,3,8,6.4712,6.4761,0.024534
2.7,3,1,4.7341,4.8418,0.033243
2.7,3,2,6.5114,6.7264,0.022554
2.7,3,3,4.7341,4.757,0.034803
2.7,3,4,6.5114,6.4763,0.021907
2.7,3,5,4.9943,4.8432,0.033246
2.7,3,6,7.0302,6.7293,0.022552
2.7,3,7,4.8136,4.7575,0.034803
2.7,3,8,6.4712,6.4761,0.021907
2.8,3,1,4.7341,4.8418,0.029807
2.8,3,2,6.5114,6.7265,0.020223
2.8,3,3,4.7341,4.757,0.031206
2.8,3,4,6.5114,6.4763,0.019643
2.8,3,5,4.9943,4.8432,0.02981
2.8,3,6,7.0302,6.7292,0.020221
2.8,3,7,4.8136,4.7574,0.031205
2.8,3,8,6.4712,6.4761,0.019643
2.9,3,1,4.7341,4.8418,0.026829
2.9,3,2,6.5114,6.7265,0.018202
2.9,3,3,4.7341,4.757,0.028088
2.9,3,4,6.5114,6.4763,0.01768
2.9,3,5,4.9943,4.8431,0.026831
2.9,3,6,7.0302,6.7292,0.018201
2.9,3,7,4.8136,4.7574,0.028087
2.9,3,8,6.4712,6.4761,0.01768
3,3,1,4.7341,4.8418,0.024234
3,3,2,6.5114,6.7266,0.016442
3,3,3,4.7341,4.757,0.025371
3,3,4,6.5114,6.4763,0.01597
3,3,5,4.9943,4.8431,0.024236
3,3,6,7.0302,6.7291,0.016441
3,3,7,4.8136,4.7574,0.025371
3,3,8,6.4712,6.4761,0.01597
0.2,4,1,5.756,5.8642,6.4465
0.2,4,2,7.5521,7.7681,3.9121
0.2,4,3,5.756,5.7702,5.5496
0.2,4,4,7.5521,7.5119,2.9816
0.2,4,5,6.0311,5.883,5.4744
0.2,4,6,8.1035,7.8057,3.1288
0.2,4,7,5.8185,5.7744,6.6342
0.2,4,8,7.4962,7.5081,3.872
0.3,4,1,5.756,5.8665,11.136
0.3,4,2,7.5521,7.7727,6.6468
0.3,4,3,5.756,5.7704,10.843
0.3,4,4,7.5521,7.5108,5.9981
0.3,4,5,6.0311,5.8794,10.626
0.3,4,6,8.1035,7.7985,6.1927
0.3,4,7,5.8185,5.7733,11.443
0.3,4,8,7.4962,7.5082,6.4961
0.4,4,1,5.756,5.8677,11.076
0.4,4,2,7.5521,7.7751,6.5149
0.4,4,3,5.756,5.7705,11.494
0.4,4,4,7.5521,7.5103,6.4357
0.4,4,5,6.0311,5.8775,11.223
0.4,4,6,8.1035,7.7948,6.5951
0.4,4,7,5.8185,5.7727,11.373
0.4,4,8,7.4962,7.5083,6.3316
0.5,4,1,5.756,5.8685,7.5678
0.5,4,2,7.5521,7.7766,4.4326
0.5,4,3,5.756,5.7705,7.8836
0.5,4,4,7.5521,7.5099,4.3982
0.5,4,5,6.0311,5.8764,7.6881
0.5,4,6,8.1035,7.7925,4.4992
0.5,4,7,5.8185,5.7723,7.7818
0.5,4,8,7.4962,7.5083,4.3127
0.6,4,1,5.756,5.869,4.7647
0.6,4,2,7.5521,7.7776,2.7879
0.6,4,3,5.756,5.7706,4.93
0.6,4,4,7.5521,7.5097,2.7389
0.6,4,5,6.0311,5.8756,4.8021
0.6,4,6,8.1035,7.7909,2.8004
0.6,4,7,5.8185,5.7721,4.9055
0.6,4,8,7.4962,7.5084,2.7187
0.7,4,1,5.756,5.8693,3.0633
0.7,4,2,7.5521,7.7783,1.7914
0.7,4,3,5.756,5.7706,3.1591
0.7,4,4,7.5521,7.5096,1.7518
0.7,4,5,6.0311,5.8751,3.0741
0.7,4,6,8.1035,7.7898,1.7908
0.7,4,7,5.8185,5.7719,3.1558
0.7,4,8,7.4962,7.5084,1.7492
0.8,4,1,5.756,5.8696,2.0673
0.8,4,2,7.5521,7.7789,1.2085
0.8,4,3,5.756,5.7706,2.1304
0.8,4,4,7.5521,7.5094,1.1809
0.8,4,5,6.0311,5.8746,2.0718
0.8,4,6,8.1035,7.7889,1.2073
0.8,4,7,5.8185,5.7718,2.1298
0.8,4,8,7.4962,7.5084,1.1805
0.9,4,1,5.756,5.8698,1.4589
0.9,4,2,7.5521,7.7793,0.85268
0.9,4,3,5.756,5.7706,1.503
0.9,4,4,7.5521,7.5093,0.83317
0.9,4,5,6.0311,5.8743,1.4613
0.9,4,6,8.1035,7.7883,0.85199
0.9,4,7,5.8185,5.7717,1.5028
0.9,4,8,7.4962,7.5084,0.83304
1,4,1,5.756,5.87,1.0665
1,4,2,7.5521,7.7796,0.62326
1,4,3,5.756,5.7707,1.0985
1,4,4,7.5521,7.5093,0.60894
1,4,5,6.0311,5.874,1.0678
1,4,6,8.1035,7.7877,0.6228
1,4,7,5.8185,5.7716,1.0984
1,4,8,7.4962,7.5084,0.60895
1.1,4,1,5.756,5.8701,0.80244
1.1,4,2,7.5521,7.7799,0.46887
1.1,4,3,5.756,5.7707,0.82632
1.1,4,4,7.5521,7.5092,0.45809
1.1,4,5,6.0311,5.8738,0.80314
1.1,4,6,8.1035,7.7873,0.46857
1.1,4,7,5.8185,5.7715,0.82634
1.1,4,8,7.4962,7.5084,0.45812
1.2,4,1,5.756,5.8703,0.61859
1.2,4,2,7.5521,7.7802,0.36141
1.2,4,3,5.756,5.7707,0.63694
1.2,4,4,7.5521,7.5091,0.35311
1.2,4,5,6.0311,5.8736,0.61902
1.2,4,6,8.1035,7.7869,0.36122
1.2,4,7,5.8185,5.7714,0.63696
1.2,4,8,7.4962,7.5085,0.35314
1.3,4,1,5.756,5.8704,0.48681
1.3,4,2,7.5521,7.7804,0.28439
1.3,4,3,5.756,5.7707,0.50121
1.3,4,4,7.5521,7.5091,0.27787
1.3,4,5,6.0311,5.8735,0.48707
1.3,4,6,8.1035,7.7866,0.28426
1.3,4,7,5.8185,5.7714,0.50122
1.3,4,8,7.4962,7.5085,0.27789
1.4,4,1,5.756,5.8704,0.3899
1.4,4,2,7.5521,7.7805,0.22776
1.4,4,3,5.756,5.7707,0.40141
1.4,4,4,7.5521,7.5091,0.22254
1.4,4,5,6.0311,5.8734,0.39007
1.4,4,6,8.1035,7.7864,0.22768
1.4,4,7,5.8185,5.7713,0.40142
1.4,4,8,7.4962,7.5085,0.22256
1.5,4,1,5.756,5.8705,0.31707
1.5,4,2,7.5521,7.7807,0.18521
1.5,4,3,5.756,5.7707,0.32642
1.5,4,4,7.5521,7.509,0.18097
1.5,4,5,6.0311,5.8732,0.31719
1.5,4,6,8.1035,7.7861,0.18515
1.5,4,7,5.8185,5.7713,0.32643
1.5,4,8,7.4962,7.5085,0.18098
1.6,4,1,5.756,5.8706,0.2613
1.6,4,2,7.5521,7.7808,0.15262
1.6,4,3,5.756,5.7707,0.269
1.6,4,4,7.5521,7.509,0.14914
1.6,4,5,6.0311,5.8731,0.26138
1.6,4,6,8.1035,7.7859,0.15258
1.6,4,7,5.8185,5.7713,0.269
1.6,4,8,7.4962,7.5085,0.14914
1.7,4,1,5.756,5.8706,0.21787
1.7,4,2,7.5521,7.7809,0.12725
1.7,4,3,5.756,5.7707,0.22428
1.7,4,4,7.5521,7.509,0.12435
1.7,4,5,6.0311,5.873,0.21793
1.7,4,6,8.1035,7.7857,0.12722
1.7,4,7,5.8185,5.7713,0.22429
1.7,4,8,7.4962,7.5085,0.12435
1.8,4,1,5.756,5.8707,0.18355
1.8,4,2,7.5521,7.781,0.1072
1.8,4,3,5.756,5.7707,0.18895
1.8,4,4,7.5521,7.5089,0.10476
1.8,4,5,6.0311,5.873,0.18359
1.8,4,6,8.1035,7.7856,0.10718
1.8,4,7,5.8185,5.7712,0.18895
1.8,4,8,7.4962,7.5085,0.10476
1.9,4,1,5.756,5.8707,0.15608
1.9,4,2,7.5521,7.7811,0.091154
1.9,4,3,5.756,5.7707,0.16067
1.9,4,4,7.5521,7.5089,0.089076
1.9,4,5,6.0311,5.8729,0.15611
1.9,4,6,8.1035,7.7854,0.091139
1.9,4,7,5.8185,5.7712,0.16067
1.9,4,8,7.4962,7.5085,0.089079
2,4,1,5.756,5.8708,0.13382
2,4,2,7.5521,7.7812,0.078154
2,4,3,5.756,5.7707,0.13775
2,4,4,7.5521,7.5089,0.076374
2,4,5,6.0311,5.8728,0.13384
2,4,6,8.1035,7.7853,0.078143
2,4,7,5.8185,5.7712,0.13776
2,4,8,7.4962,7.5085,0.076376
2.1,4,1,5.756,5.8708,0.1156
2.1,4,2,7.5521,7.7813,0.067513
2.1,4,3,5.756,5.7707,0.119
2.1,4,4,7.5521,7.5089,0.065976
2.1,4,5,6.0311,5.8728,0.11562
2.1,4,6,8.1035,7.7852,0.067505
2.1,4,7,5.8185,5.7712,0.119
2.1,4,8,7.4962,7.5085,0.065977
2.2,4,1,5.756,5.8709,0.10055
2.2,4,2,7.5521,7.7814,0.058719
2.2,4,3,5.756,5.7707,0.1035
2.2,4,4,7.5521,7.5089,0.057382
2.2,4,5,6.0311,5.8727,0.10056
2.2,4,6,8.1035,7.7851,0.058713
2.2,4,7,5.8185,5.7711,0.1035
2.2,4,8,7.4962,7.5085,0.057384
2.3,4,1,5.756,5.8709,0.087995
2.3,4,2,7.5521,7.7814,0.051388
2.3,4,3,5.756,5.7707,0.090579
2.3,4,4,7.5521,7.5089,0.050219
2.3,4,5,6.0311,5.8727,0.088005
2.3,4,6,8.1035,7.785,0.051383
2.3,4,7,5.8185,5.7711,0.09058
2.3,4,8,7.4962,7.5085,0.05022
2.4,4,1,5.756,5.8709,0.077448
2.4,4,2,7.5521,7.7815,0.045229
2.4,4,3,5.756,5.7707,0.079722
2.4,4,4,7.5521,7.5088,0.0442
2.4,4,5,6.0311,5.8726,0.077456
2.4,4,6,8.1035,7.7849,0.045225
2.4,4,7,5.8185,5.7711,0.079723
2.4,4,8,7.4962,7.5085,0.0442
2.5,4,1,5.756,5.8709,0.068522
2.5,4,2,7.5521,7.7815,0.040015
2.5,4,3,5.756,5.7707,0.070533
2.5,4,4,7.5521,7.5088,0.039105
2.5,4,5,6.0311,5.8726,0.068528
2.5,4,6,8.1035,7.7848,0.040012
2.5,4,7,5.8185,5.7711,0.070534
2.5,4,8,7.4962,7.5085,0.039106
2.6,4,1,5.756,5.871,0.060916
2.6,4,2,7.5521,7.7816,0.035573
2.6,4,3,5.756,5.7707,0.062704
2.6,4,4,7.5521,7.5088,0.034764
2.6,4,5,6.0311,5.8725,0.060921
2.6,4,6,8.1035,7.7847,0.035571
2.6,4,7,5.8185,5.7711,0.062704
2.6,4,8,7.4962,7.5085,0.034765
2.7,4,1,5.756,5.871,0.054395
2.7,4,2,7.5521,7.7816,0.031765
2.7,4,3,5.756,5.7707,0.055992
2.7,4,4,7.5521,7.5088,0.031043
2.7,4,5,6.0311,5.8725,0.054399
2.7,4,6,8.1035,7.7847,0.031763
2.7,4,7,5.8185,5.7711,0.055992
2.7,4,8,7.4962,7.5085,0.031043
2.8,4,1,5.756,5.871,0.048773
2.8,4,2,7.5521,7.7817,0.028482
2.8,4,3,5.756,5.7707,0.050204
2.8,4,4,7.5521,7.5088,0.027834
2.8,4,5,6.0311,5.8725,0.048776
2.8,4,6,8.1035,7.7846,0.02848
2.8,4,7,5.8185,5.7711,0.050204
2.8,4,8,7.4962,7.5085,0.027835
2.9,4,1,5.756,5.871,0.0439
2.9,4,2,7.5521,7.7817,0.025636
2.9,4,3,5.756,5.7707,0.045188
2.9,4,4,7.5521,7.5088,0.025053
2.9,4,5,6.0311,5.8724,0.043902
2.9,4,6,8.1035,7.7845,0.025635
2.9,4,7,5.8185,5.7711,0.045188
2.9,4,8,7.4962,7.5085,0.025053
3,4,1,5.756,5.8711,0.039655
3,4,2,7.5521,7.7817,0.023157
3,4,3,5.756,5.7707,0.040818
3,4,4,7.5521,7.5088,0.02263
3,4,5,6.0311,5.8724,0.039657
3,4,6,8.1035,7.7845,0.023156
3,4,7,5.8185,5.7711,0.040818
3,4,8,7.4962,7.5085,0.022631
0.2,5,1,6.7712,6.8838,9.5596
0.2,5,2,8.5803,8.8058,5.2832
0.2,5,3,6.7712,6.7803,8.1354
0.2,5,4,8.5803,8.5348,3.9655
0.2,5,5,7.0558,6.9032,8.1078
0.2,5,6,9.1543,8.8449,4.1409
0.2,5,7,6.8225,6.7838,9.7306
0.2,5,8,8.5135,8.5303,5.248
0.3,5,1,6.7712,6.8862,16.511
0.3,5,2,8.5803,8.8106,8.9237
0.3,5,3,6.7712,6.7804,15.903
0.3,5,4,8.5803,8.5337,8.0502
0.3,5,5,7.0558,6.8995,15.749
0.3,5,6,9.1543,8.8375,8.2761
0.3,5,7,6.8225,6.7828,16.787
0.3,5,8,8.5135,8.5305,8.7582
0.4,5,1,6.7712,6.8874,16.425
0.4,5,2,8.5803,8.8131,8.7205
0.4,5,3,6.7712,6.7804,16.856
0.4,5,4,8.5803,8.533,8.6601
0.4,5,5,7.0558,6.8976,16.632
0.4,5,6,9.1543,8.8336,8.8392
0.4,5,7,6.8225,6.7823,16.689
0.4,5,8,8.5135,8.5307,8.5134
0.5,5,1,6.7712,6.8882,11.223
0.5,5,2,8.5803,8.8147,5.9322
0.5,5,3,6.7712,6.7804,11.56
0.5,5,4,8.5803,8.5327,5.9189
0.5,5,5,7.0558,6.8964,11.393
0.5,5,6,9.1543,8.8312,6.0307
0.5,5,7,6.8225,6.7819,11.42
0.5,5,8,8.5135,8.5307,5.7984
0.6,5,1,6.7712,6.8887,7.0646
0.6,5,2,8.5803,8.8157,3.7329
0.6,5,3,6.7712,6.7805,7.2294
0.6,5,4,8.5803,8.5324,3.6857
0.6,5,5,7.0558,6.8956,7.1159
0.6,5,6,9.1543,8.8296,3.7531
0.6,5,7,6.8225,6.7817,7.198
0.6,5,8,8.5135,8.5308,3.6571
0.7,5,1,6.7712,6.8891,4.5413
0.7,5,2,8.5803,8.8165,2.3993
0.7,5,3,6.7712,6.7805,4.6326
0.7,5,4,8.5803,8.5322,2.3572
0.7,5,5,7.0558,6.895,4.5553
0.7,5,6,9.1543,8.8284,2.3997
0.7,5,7,6.8225,6.7815,4.6299
0.7,5,8,8.5135,8.5308,2.3535
0.8,5,1,6.7712,6.8894,3.0645
0.8,5,2,8.5803,8.817,1.6187
0.8,5,3,6.7712,6.7805,3.1242
0.8,5,4,8.5803,8.5321,1.589
0.8,5,5,7.0558,6.8946,3.0702
0.8,5,6,9.1543,8.8275,1.6177
0.8,5,7,6.8225,6.7814,3.1244
0.8,5,8,8.5135,8.5309,1.5884
0.9,5,1,6.7712,6.8896,2.1626
0.9,5,2,8.5803,8.8175,1.1421
0.9,5,3,6.7712,6.7805,2.2042
0.9,5,4,8.5803,8.532,1.1211
0.9,5,5,7.0558,6.8943,2.1655
0.9,5,6,9.1543,8.8269,1.1415
0.9,5,7,6.8225,6.7813,2.2045
0.9,5,8,8.5135,8.5309,1.1209
