movedur,added_mass,target,effmass,effmass_mean,sum_t2
1,5,1,6.7712,6.8898,1.5809
1,5,2,8.5803,8.8179,0.83484
1,5,3,6.7712,6.7805,1.611
1,5,4,8.5803,8.5319,0.81933
1,5,5,7.0558,6.894,1.5824
1,5,6,9.1543,8.8263,0.83437
1,5,7,6.8225,6.7813,1.6113
1,5,8,8.5135,8.5309,0.81932
1.1,5,1,6.7712,6.89,1.1894
1.1,5,2,8.5803,8.8182,0.62804
1.1,5,3,6.7712,6.7805,1.2119
1.1,5,4,8.5803,8.5318,0.61635
1.1,5,5,7.0558,6.8938,1.1902
1.1,5,6,9.1543,8.8258,0.62773
1.1,5,7,6.8225,6.7812,1.2121
1.1,5,8,8.5135,8.5309,0.6164
1.2,5,1,6.7712,6.8901,0.91687
1.2,5,2,8.5803,8.8184,0.48411
1.2,5,3,6.7712,6.7805,0.93414
1.2,5,4,8.5803,8.5318,0.4751
1.2,5,5,7.0558,6.8936,0.91738
1.2,5,6,9.1543,8.8255,0.4839
1.2,5,7,6.8225,6.7811,0.93429
1.2,5,8,8.5135,8.5309,0.47514
1.3,5,1,6.7712,6.8902,0.72152
1.3,5,2,8.5803,8.8186,0.38094
1.3,5,3,6.7712,6.7805,0.73508
1.3,5,4,8.5803,8.5317,0.37386
1.3,5,5,7.0558,6.8934,0.72185
1.3,5,6,9.1543,8.8251,0.3808
1.3,5,7,6.8225,6.7811,0.73518
1.3,5,8,8.5135,8.531,0.37389
1.4,5,1,6.7712,6.8903,0.57789
1.4,5,2,8.5803,8.8188,0.30509
1.4,5,3,6.7712,6.7805,0.58873
1.4,5,4,8.5803,8.5317,0.29943
1.4,5,5,7.0558,6.8933,0.5781
1.4,5,6,9.1543,8.8249,0.305
1.4,5,7,6.8225,6.7811,0.58879
1.4,5,8,8.5135,8.531,0.29945
1.5,5,1,6.7712,6.8904,0.46995
1.5,5,2,8.5803,8.8189,0.24809
1.5,5,3,6.7712,6.7805,0.47875
1.5,5,4,8.5803,8.5316,0.24349
1.5,5,5,7.0558,6.8932,0.47009
1.5,5,6,9.1543,8.8246,0.24803
1.5,5,7,6.8225,6.781,0.47879
1.5,5,8,8.5135,8.531,0.24351
1.6,5,1,6.7712,6.8904,0.38728
1.6,5,2,8.5803,8.8191,0.20444
1.6,5,3,6.7712,6.7805,0.39453
1.6,5,4,8.5803,8.5316,0.20066
1.6,5,5,7.0558,6.8931,0.38738
1.6,5,6,9.1543,8.8244,0.2044
1.6,5,7,6.8225,6.781,0.39456
1.6,5,8,8.5135,8.531,0.20067
1.7,5,1,6.7712,6.8905,0.32291
1.7,5,2,8.5803,8.8192,0.17045
1.7,5,3,6.7712,6.7805,0.32895
1.7,5,4,8.5803,8.5316,0.1673
1.7,5,5,7.0558,6.893,0.32298
1.7,5,6,9.1543,8.8242,0.17042
1.7,5,7,6.8225,6.781,0.32897
1.7,5,8,8.5135,8.531,0.16731
1.8,5,1,6.7712,6.8905,0.27205
1.8,5,2,8.5803,8.8193,0.1436
1.8,5,3,6.7712,6.7805,0.27713
1.8,5,4,8.5803,8.5315,0.14095
1.8,5,5,7.0558,6.8929,0.2721
1.8,5,6,9.1543,8.824,0.14358
1.8,5,7,6.8225,6.7809,0.27714
1.8,5,8,8.5135,8.531,0.14095
1.9,5,1,6.7712,6.8906,0.23132
1.9,5,2,8.5803,8.8194,0.1221
1.9,5,3,6.7712,6.7805,0.23564
1.9,5,4,8.5803,8.5315,0.11985
1.9,5,5,7.0558,6.8928,0.23136
1.9,5,6,9.1543,8.8239,0.12209
1.9,5,7,6.8225,6.7809,0.23566
1.9,5,8,8.5135,8.531,0.11985
2,5,1,6.7712,6.8906,0.19834
2,5,2,8.5803,8.8195,0.10469
2,5,3,6.7712,6.7805,0.20204
2,5,4,8.5803,8.5315,0.10276
2,5,5,7.0558,6.8927,0.19836
2,5,6,9.1543,8.8238,0.10468
2,5,7,6.8225,6.7809,0.20205
2,5,8,8.5135,8.531,0.10276
2.1,5,1,6.7712,6.8907,0.17134
2.1,5,2,8.5803,8.8196,0.090435
2.1,5,3,6.7712,6.7805,0.17453
2.1,5,4,8.5803,8.5315,0.088768
2.1,5,5,7.0558,6.8927,0.17136
2.1,5,6,9.1543,8.8236,0.090427
2.1,5,7,6.8225,6.7809,0.17454
2.1,5,8,8.5135,8.531,0.08877
2.2,5,1,6.7712,6.8907,0.14902
2.2,5,2,8.5803,8.8196,0.078656
2.2,5,3,6.7712,6.7805,0.1518
2.2,5,4,8.5803,8.5315,0.077206
2.2,5,5,7.0558,6.8926,0.14904
2.2,5,6,9.1543,8.8235,0.078649
2.2,5,7,6.8225,6.7809,0.15181
2.2,5,8,8.5135,8.531,0.077208
2.3,5,1,6.7712,6.8907,0.13042
2.3,5,2,8.5803,8.8197,0.068836
2.3,5,3,6.7712,6.7805,0.13285
2.3,5,4,8.5803,8.5314,0.067568
2.3,5,5,7.0558,6.8926,0.13043
2.3,5,6,9.1543,8.8234,0.068831
2.3,5,7,6.8225,6.7809,0.13285
2.3,5,8,8.5135,8.531,0.067569
2.4,5,1,6.7712,6.8908,0.11479
2.4,5,2,8.5803,8.8198,0.060585
2.4,5,3,6.7712,6.7805,0.11693
2.4,5,4,8.5803,8.5314,0.059469
2.4,5,5,7.0558,6.8925,0.1148
2.4,5,6,9.1543,8.8233,0.060581
2.4,5,7,6.8225,6.7809,0.11693
2.4,5,8,8.5135,8.531,0.05947
2.5,5,1,6.7712,6.8908,0.10156
2.5,5,2,8.5803,8.8198,0.053602
2.5,5,3,6.7712,6.7805,0.10345
2.5,5,4,8.5803,8.5314,0.052615
2.5,5,5,7.0558,6.8925,0.10156
2.5,5,6,9.1543,8.8232,0.053599
2.5,5,7,6.8225,6.7808,0.10345
2.5,5,8,8.5135,8.531,0.052616
2.6,5,1,6.7712,6.8908,0.090284
2.6,5,2,8.5803,8.8199,0.047652
2.6,5,3,6.7712,6.7805,0.091967
2.6,5,4,8.5803,8.5314,0.046774
2.6,5,5,7.0558,6.8925,0.09029
2.6,5,6,9.1543,8.8232,0.047649
2.6,5,7,6.8225,6.7808,0.091969
2.6,5,8,8.5135,8.531,0.046775
2.7,5,1,6.7712,6.8908,0.08062
2.7,5,2,8.5803,8.8199,0.042551
2.7,5,3,6.7712,6.7805,0.082122
2.7,5,4,8.5803,8.5314,0.041767
2.7,5,5,7.0558,6.8924,0.080624
2.7,5,6,9.1543,8.8231,0.042549
2.7,5,7,6.8225,6.7808,0.082124
2.7,5,8,8.5135,8.531,0.041768
2.8,5,1,6.7712,6.8909,0.072287
2.8,5,2,8.5803,8.82,0.038152
2.8,5,3,6.7712,6.7805,0.073634
2.8,5,4,8.5803,8.5314,0.03745
2.8,5,5,7.0558,6.8924,0.07229
2.8,5,6,9.1543,8.823,0.038151
2.8,5,7,6.8225,6.7808,0.073635
2.8,5,8,8.5135,8.531,0.037451
2.9,5,1,6.7712,6.8909,0.065064
2.9,5,2,8.5803,8.82,0.03434
2.9,5,3,6.7712,6.7805,0.066276
2.9,5,4,8.5803,8.5314,0.033708
2.9,5,5,7.0558,6.8923,0.065067
2.9,5,6,9.1543,8.823,0.034339
2.9,5,7,6.8225,6.7808,0.066277
2.9,5,8,8.5135,8.531,0.033708
3,5,1,6.7712,6.8909,0.058772
3,5,2,8.5803,8.8201,0.031019
3,5,3,6.7712,6.7805,0.059867
3,5,4,8.5803,8.5314,0.030448
3,5,5,7.0558,6.8923,0.058774
3,5,6,9.1543,8.8229,0.031018
3,5,7,6.8225,6.7808,0.059868
3,5,8,8.5135,8.531,0.030449
0.2,6,1,7.7823,7.8979,13.276
0.2,6,2,9.6011,9.8335,6.8607
0.2,6,3,7.7823,7.7878,11.207
0.2,6,4,9.6011,9.5517,5.0866
0.2,6,5,8.0735,7.9178,11.247
0.2,6,6,10.192,9.8737,5.2911
0.2,6,7,7.8258,7.7908,13.413
0.2,6,8,9.5262,9.5466,6.8333
0.3,6,1,7.7823,7.9004,22.925
0.3,6,2,9.6011,9.8384,11.536
0.3,6,3,7.7823,7.7879,21.917
0.3,6,4,9.6011,9.5504,10.403
0.3,6,5,8.0735,7.914,21.859
0.3,6,6,10.192,9.8661,10.66
0.3,6,7,7.8258,7.7899,23.141
0.3,6,8,9.5262,9.5469,11.358
0.4,6,1,7.7823,7.9017,22.809
0.4,6,2,9.6011,9.841,11.247
0.4,6,3,7.7823,7.7879,23.23
0.4,6,4,9.6011,9.5498,11.214
0.4,6,5,8.0735,7.9121,23.085
0.4,6,6,10.192,9.8621,11.411
0.4,6,7,7.8258,7.7894,23.012
0.4,6,8,9.5262,9.5471,11.017
0.5,6,1,7.7823,7.9025,15.585
0.5,6,2,9.6011,9.8426,7.6498
0.5,6,3,7.7823,7.7879,15.931
0.5,6,4,9.6011,9.5494,7.6652
0.5,6,5,8.0735,7.9109,15.812
0.5,6,6,10.192,9.8597,7.7864
0.5,6,7,7.8258,7.7891,15.747
0.5,6,8,9.5262,9.5472,7.5035
0.6,6,1,7.7823,7.903,9.8091
0.6,6,2,9.6011,9.8437,4.8158
0.6,6,3,7.7823,7.7879,9.9631
0.6,6,4,9.6011,9.5491,4.7728
0.6,6,5,8.0735,7.9101,9.8764
0.6,6,6,10.192,9.858,4.8452
0.6,6,7,7.8258,7.7889,9.924
0.6,6,8,9.5262,9.5473,4.7343
0.7,6,1,7.7823,7.9034,6.3049
0.7,6,2,9.6011,9.8445,3.0961
0.7,6,3,7.7823,7.7879,6.3845
0.7,6,4,9.6011,9.5489,3.0525
0.7,6,5,8.0735,7.9095,6.3224
0.7,6,6,10.192,9.8568,3.0978
0.7,6,7,7.8258,7.7888,6.3828
0.7,6,8,9.5262,9.5473,3.0474
0.8,6,1,7.7823,7.9037,4.2543
0.8,6,2,9.6011,9.8451,2.0889
0.8,6,3,7.7823,7.7879,4.3057
0.8,6,4,9.6011,9.5487,2.0576
0.8,6,5,8.0735,7.909,4.2613
0.8,6,6,10.192,9.8559,2.0882
0.8,6,7,7.8258,7.7887,4.307
0.8,6,8,9.5262,9.5474,2.0568
0.9,6,1,7.7823,7.9039,3.0021
0.9,6,2,9.6011,9.8455,1.4739
0.9,6,3,7.7823,7.7879,3.0379
0.9,6,4,9.6011,9.5486,1.4517
0.9,6,5,8.0735,7.9087,3.0057
0.9,6,6,10.192,9.8552,1.4733
0.9,6,7,7.8258,7.7886,3.0388
0.9,6,8,9.5262,9.5474,1.4514
1,6,1,7.7823,7.9041,2.1945
1,6,2,9.6011,9.8459,1.0773
1,6,3,7.7823,7.7879,2.2203
1,6,4,9.6011,9.5485,1.0609
1,6,5,8.0735,7.9084,2.1964
1,6,6,10.192,9.8546,1.0769
1,6,7,7.8258,7.7885,2.221
1,6,8,9.5262,9.5474,1.0609
1.1,6,1,7.7823,7.9043,1.6511
1.1,6,2,9.6011,9.8462,0.81048
1.1,6,3,7.7823,7.7879,1.6703
1.1,6,4,9.6011,9.5484,0.79809
1.1,6,5,8.0735,7.9082,1.6521
1.1,6,6,10.192,9.8541,0.81016
1.1,6,7,7.8258,7.7884,1.6707
1.1,6,8,9.5262,9.5474,0.79814
1.2,6,1,7.7823,7.9044,1.2728
1.2,6,2,9.6011,9.8465,0.62474
1.2,6,3,7.7823,7.7879,1.2875
1.2,6,4,9.6011,9.5484,0.61519
1.2,6,5,8.0735,7.908,1.2734
1.2,6,6,10.192,9.8537,0.62453
1.2,6,7,7.8258,7.7884,1.2878
1.2,6,8,9.5262,9.5475,0.61523
1.3,6,1,7.7823,7.9045,1.0016
1.3,6,2,9.6011,9.8467,0.4916
1.3,6,3,7.7823,7.7879,1.0131
1.3,6,4,9.6011,9.5483,0.4841
1.3,6,5,8.0735,7.9078,1.002
1.3,6,6,10.192,9.8534,0.49146
1.3,6,7,7.8258,7.7884,1.0133
1.3,6,8,9.5262,9.5475,0.48413
1.4,6,1,7.7823,7.9046,0.80219
1.4,6,2,9.6011,9.8469,0.39371
1.4,6,3,7.7823,7.7879,0.81143
1.4,6,4,9.6011,9.5483,0.38771
1.4,6,5,8.0735,7.9077,0.80244
1.4,6,6,10.192,9.8531,0.39362
1.4,6,7,7.8258,7.7883,0.81157
1.4,6,8,9.5262,9.5475,0.38774
1.5,6,1,7.7823,7.9047,0.65235
1.5,6,2,9.6011,9.847,0.32016
1.5,6,3,7.7823,7.7879,0.65985
1.5,6,4,9.6011,9.5482,0.31529
1.5,6,5,8.0735,7.9075,0.65251
1.5,6,6,10.192,9.8529,0.3201
1.5,6,7,7.8258,7.7883,0.65994
1.5,6,8,9.5262,9.5475,0.3153
1.6,6,1,7.7823,7.9047,0.53759
1.6,6,2,9.6011,9.8472,0.26383
1.6,6,3,7.7823,7.7879,0.54377
1.6,6,4,9.6011,9.5482,0.25982
1.6,6,5,8.0735,7.9074,0.53771
1.6,6,6,10.192,9.8526,0.26379
1.6,6,7,7.8258,7.7883,0.54384
1.6,6,8,9.5262,9.5475,0.25983
1.7,6,1,7.7823,7.9048,0.44824
1.7,6,2,9.6011,9.8473,0.21997
1.7,6,3,7.7823,7.7879,0.45339
1.7,6,4,9.6011,9.5482,0.21663
1.7,6,5,8.0735,7.9073,0.44832
1.7,6,6,10.192,9.8525,0.21994
1.7,6,7,7.8258,7.7882,0.45343
1.7,6,8,9.5262,9.5475,0.21664
1.8,6,1,7.7823,7.9049,0.37763
1.8,6,2,9.6011,9.8474,0.18532
1.8,6,3,7.7823,7.7879,0.38197
1.8,6,4,9.6011,9.5481,0.18251
1.8,6,5,8.0735,7.9073,0.37769
1.8,6,6,10.192,9.8523,0.1853
1.8,6,7,7.8258,7.7882,0.382
1.8,6,8,9.5262,9.5475,0.18251
1.9,6,1,7.7823,7.9049,0.3211
1.9,6,2,9.6011,9.8475,0.15758
1.9,6,3,7.7823,7.7879,0.32479
1.9,6,4,9.6011,9.5481,0.15519
1.9,6,5,8.0735,7.9072,0.32115
1.9,6,6,10.192,9.8521,0.15756
1.9,6,7,7.8258,7.7882,0.32481
1.9,6,8,9.5262,9.5475,0.15519
2,6,1,7.7823,7.905,0.27532
2,6,2,9.6011,9.8476,0.1351
2,6,3,7.7823,7.7879,0.27847
2,6,4,9.6011,9.5481,0.13306
2,6,5,8.0735,7.9071,0.27535
2,6,6,10.192,9.852,0.13509
2,6,7,7.8258,7.7882,0.27849
2,6,8,9.5262,9.5475,0.13306
2.1,6,1,7.7823,7.905,0.23783
2.1,6,2,9.6011,9.8477,0.11671
2.1,6,3,7.7823,7.7879,0.24056
2.1,6,4,9.6011,9.5481,0.11494
2.1,6,5,8.0735,7.9071,0.23786
2.1,6,6,10.192,9.8519,0.1167
2.1,6,7,7.8258,7.7882,0.24057
2.1,6,8,9.5262,9.5475,0.11494
2.2,6,1,7.7823,7.905,0.20686
2.2,6,2,9.6011,9.8478,0.10151
2.2,6,3,7.7823,7.7879,0.20923
2.2,6,4,9.6011,9.5481,0.09997
2.2,6,5,8.0735,7.907,0.20688
2.2,6,6,10.192,9.8517,0.1015
2.2,6,7,7.8258,7.7882,0.20924
2.2,6,8,9.5262,9.5475,0.099972
2.3,6,1,7.7823,7.9051,0.18103
2.3,6,2,9.6011,9.8478,0.088835
2.3,6,3,7.7823,7.7879,0.18311
2.3,6,4,9.6011,9.548,0.08749
2.3,6,5,8.0735,7.907,0.18105
2.3,6,6,10.192,9.8516,0.088829
2.3,6,7,7.8258,7.7881,0.18312
2.3,6,8,9.5262,9.5475,0.087491
2.4,6,1,7.7823,7.9051,0.15934
2.4,6,2,9.6011,9.8479,0.078187
2.4,6,3,7.7823,7.7879,0.16116
2.4,6,4,9.6011,9.548,0.077003
2.4,6,5,8.0735,7.9069,0.15935
2.4,6,6,10.192,9.8515,0.078183
2.4,6,7,7.8258,7.7881,0.16117
2.4,6,8,9.5262,9.5476,0.077004
2.5,6,1,7.7823,7.9051,0.14097
2.5,6,2,9.6011,9.8479,0.069175
2.5,6,3,7.7823,7.7879,0.14259
2.5,6,4,9.6011,9.548,0.068128
2.5,6,5,8.0735,7.9069,0.14098
2.5,6,6,10.192,9.8515,0.069171
2.5,6,7,7.8258,7.7881,0.14259
2.5,6,8,9.5262,9.5476,0.068129
2.6,6,1,7.7823,7.9052,0.12532
2.6,6,2,9.6011,9.848,0.061496
2.6,6,3,7.7823,7.7879,0.12676
2.6,6,4,9.6011,9.548,0.060565
2.6,6,5,8.0735,7.9068,0.12533
2.6,6,6,10.192,9.8514,0.061493
2.6,6,7,7.8258,7.7881,0.12676
2.6,6,8,9.5262,9.5476,0.060566
2.7,6,1,7.7823,7.9052,0.11191
2.7,6,2,9.6011,9.848,0.054913
2.7,6,3,7.7823,7.7879,0.11319
2.7,6,4,9.6011,9.548,0.054082
2.7,6,5,8.0735,7.9068,0.11191
2.7,6,6,10.192,9.8513,0.054911
2.7,6,7,7.8258,7.7881,0.11319
2.7,6,8,9.5262,9.5476,0.054083
2.8,6,1,7.7823,7.9052,0.10034
2.8,6,2,9.6011,9.8481,0.049237
2.8,6,3,7.7823,7.7879,0.10149
2.8,6,4,9.6011,9.548,0.048492
2.8,6,5,8.0735,7.9068,0.10035
2.8,6,6,10.192,9.8512,0.049235
2.8,6,7,7.8258,7.7881,0.10149
2.8,6,8,9.5262,9.5476,0.048493
2.9,6,1,7.7823,7.9052,0.090315
2.9,6,2,9.6011,9.8481,0.044317
2.9,6,3,7.7823,7.7879,0.091349
2.9,6,4,9.6011,9.548,0.043647
2.9,6,5,8.0735,7.9067,0.090319
2.9,6,6,10.192,9.8512,0.044316
2.9,6,7,7.8258,7.7881,0.091351
2.9,6,8,9.5262,9.5476,0.043647
3,6,1,7.7823,7.9052,0.081582
3,6,2,9.6011,9.8482,0.040031
3,6,3,7.7823,7.7879,0.082516
3,6,4,9.6011,9.5479,0.039426
3,6,5,8.0735,7.9067,0.081584
3,6,6,10.192,9.8511,0.04003
3,6,7,7.8258,7.7881,0.082517
3,6,8,9.5262,9.5476,0.039426
0.2,7,1,8.7908,8.9086,17.596
0.2,7,2,10.617,10.855,8.6451
0.2,7,3,8.7908,8.7937,14.765
0.2,7,4,10.617,10.565,6.3451
0.2,7,5,9.0868,8.9288,14.891
0.2,7,6,11.22,10.896,6.5796
0.2,7,7,8.8284,8.7963,17.682
0.2,7,8,10.536,10.559,8.6281
0.3,7,1,8.7908,8.9111,30.378
0.3,7,2,10.617,10.86,14.484
0.3,7,3,8.7908,8.7936,28.887
0.3,7,4,10.617,10.563,13.055
0.3,7,5,9.0868,8.925,28.958
0.3,7,6,11.22,10.888,13.344
0.3,7,7,8.8284,8.7954,30.505
0.3,7,8,10.536,10.559,14.295
0.4,7,1,8.7908,8.9124,30.226
0.4,7,2,10.617,10.862,14.094
0.4,7,3,8.7908,8.7936,30.615
0.4,7,4,10.617,10.563,14.097
0.4,7,5,9.0868,8.923,30.581
0.4,7,6,11.22,10.884,14.312
0.4,7,7,8.8284,8.7949,30.339
0.4,7,8,10.536,10.56,13.843
0.5,7,1,8.7908,8.9132,20.653
0.5,7,2,10.617,10.864,9.5857
0.5,7,3,8.7908,8.7936,20.996
0.5,7,4,10.617,10.562,9.6372
0.5,7,5,9.0868,8.9218,20.946
0.5,7,6,11.22,10.881,9.7665
0.5,7,7,8.8284,8.7947,20.761
0.5,7,8,10.536,10.56,9.4282
0.6,7,1,8.7908,8.9138,12.998
0.6,7,2,10.617,10.865,6.0367
0.6,7,3,8.7908,8.7936,13.131
0.6,7,4,10.617,10.562,6.0006
0.6,7,5,9.0868,8.9209,13.083
0.6,7,6,11.22,10.88,6.0769
0.6,7,7,8.8284,8.7945,13.083
0.6,7,8,10.536,10.56,5.9507
0.7,7,1,8.7908,8.9142,8.3539
0.7,7,2,10.617,10.866,3.8818
0.7,7,3,8.7908,8.7936,8.4145
0.7,7,4,10.617,10.562,3.8377
0.7,7,5,9.0868,8.9204,8.3753
0.7,7,6,11.22,10.878,3.8851
0.7,7,7,8.8284,8.7943,8.4141
0.7,7,8,10.536,10.56,3.831
0.8,7,1,8.7908,8.9145,5.6366
0.8,7,2,10.617,10.867,2.6191
0.8,7,3,8.7908,8.7936,5.6748
0.8,7,4,10.617,10.561,2.5869
0.8,7,5,9.0868,8.9199,5.645
0.8,7,6,11.22,10.878,2.6187
0.8,7,7,8.8284,8.7942,5.6775
0.8,7,8,10.536,10.56,2.5857
0.9,7,1,8.7908,8.9147,3.9775
0.9,7,2,10.617,10.867,1.848
0.9,7,3,8.7908,8.7936,4.0039
0.9,7,4,10.617,10.561,1.825
0.9,7,5,9.0868,8.9195,3.9817
0.9,7,6,11.22,10.877,1.8476
0.9,7,7,8.8284,8.7942,4.0057
0.9,7,8,10.536,10.56,1.8246
1,7,1,8.7908,8.9149,2.9075
1,7,2,10.617,10.867,1.3508
1,7,3,8.7908,8.7935,2.9264
1,7,4,10.617,10.561,1.3338
1,7,5,9.0868,8.9193,2.9097
1,7,6,11.22,10.876,1.3504
1,7,7,8.8284,8.7941,2.9276
1,7,8,10.536,10.56,1.3337
1.1,7,1,8.7908,8.9151,2.1874
1.1,7,2,10.617,10.868,1.0162
1.1,7,3,8.7908,8.7935,2.2014
1.1,7,4,10.617,10.561,1.0033
1.1,7,5,9.0868,8.919,2.1886
1.1,7,6,11.22,10.876,1.0159
1.1,7,7,8.8284,8.794,2.2022
1.1,7,8,10.536,10.56,1.0034
1.2,7,1,8.7908,8.9152,1.6862
1.2,7,2,10.617,10.868,0.78332
1.2,7,3,8.7908,8.7935,1.697
1.2,7,4,10.617,10.561,0.77338
1.2,7,5,9.0868,8.9188,1.6869
1.2,7,6,11.22,10.875,0.78311
1.2,7,7,8.8284,8.794,1.6975
1.2,7,8,10.536,10.56,0.77343
1.3,7,1,8.7908,8.9153,1.3269
1.3,7,2,10.617,10.868,0.61639
1.3,7,3,8.7908,8.7935,1.3354
1.3,7,4,10.617,10.561,0.60858
1.3,7,5,9.0868,8.9187,1.3274
1.3,7,6,11.22,10.875,0.61625
1.3,7,7,8.8284,8.794,1.3357
1.3,7,8,10.536,10.56,0.60862
1.4,7,1,8.7908,8.9154,1.0628
1.4,7,2,10.617,10.868,0.49366
1.4,7,3,8.7908,8.7935,1.0695
1.4,7,4,10.617,10.561,0.48741
1.4,7,5,9.0868,8.9185,1.0631
1.4,7,6,11.22,10.875,0.49356
1.4,7,7,8.8284,8.7939,1.0697
1.4,7,8,10.536,10.56,0.48744
1.5,7,1,8.7908,8.9155,0.86425
1.5,7,2,10.617,10.869,0.40143
1.5,7,3,8.7908,8.7935,0.86972
1.5,7,4,10.617,10.561,0.39636
1.5,7,5,9.0868,8.9184,0.86445
1.5,7,6,11.22,10.874,0.40137
1.5,7,7,8.8284,8.7939,0.86987
1.5,7,8,10.536,10.56,0.39638
1.6,7,1,8.7908,8.9156,0.71222
1.6,7,2,10.617,10.869,0.33081
1.6,7,3,8.7908,8.7935,0.71672
1.6,7,4,10.617,10.561,0.32663
1.6,7,5,9.0868,8.9183,0.71236
1.6,7,6,11.22,10.874,0.33076
1.6,7,7,8.8284,8.7939,0.71683
1.6,7,8,10.536,10.56,0.32664
1.7,7,1,8.7908,8.9156,0.59384
1.7,7,2,10.617,10.869,0.27582
1.7,7,3,8.7908,8.7935,0.59759
1.7,7,4,10.617,10.561,0.27234
1.7,7,5,9.0868,8.9182,0.59394
1.7,7,6,11.22,10.874,0.27578
1.7,7,7,8.8284,8.7939,0.59766
1.7,7,8,10.536,10.56,0.27235
1.8,7,1,8.7908,8.9157,0.5003
1.8,7,2,10.617,10.869,0.23236
1.8,7,3,8.7908,8.7935,0.50345
1.8,7,4,10.617,10.561,0.22943
1.8,7,5,9.0868,8.9181,0.50036
1.8,7,6,11.22,10.874,0.23234
1.8,7,7,8.8284,8.7938,0.50351
1.8,7,8,10.536,10.56,0.22944
1.9,7,1,8.7908,8.9157,0.42541
1.9,7,2,10.617,10.869,0.19758
1.9,7,3,8.7908,8.7935,0.42809
1.9,7,4,10.617,10.561,0.19509
1.9,7,5,9.0868,8.918,0.42546
1.9,7,6,11.22,10.874,0.19756
1.9,7,7,8.8284,8.7938,0.42813
1.9,7,8,10.536,10.56,0.19509
2,7,1,8.7908,8.9158,0.36475
2,7,2,10.617,10.869,0.1694
2,7,3,8.7908,8.7935,0.36705
2,7,4,10.617,10.561,0.16727
2,7,5,9.0868,8.918,0.36478
2,7,6,11.22,10.874,0.16939
2,7,7,8.8284,8.7938,0.36707
2,7,8,10.536,10.56,0.16727
2.1,7,1,8.7908,8.9158,0.31509
2.1,7,2,10.617,10.869,0.14634
2.1,7,3,8.7908,8.7935,0.31707
2.1,7,4,10.617,10.561,0.1445
2.1,7,5,9.0868,8.9179,0.31512
2.1,7,6,11.22,10.873,0.14633
2.1,7,7,8.8284,8.7938,0.3171
2.1,7,8,10.536,10.56,0.1445
2.2,7,1,8.7908,8.9159,0.27405
2.2,7,2,10.617,10.869,0.12728
2.2,7,3,8.7908,8.7935,0.27578
2.2,7,4,10.617,10.561,0.12568
2.2,7,5,9.0868,8.9179,0.27407
2.2,7,6,11.22,10.873,0.12727
2.2,7,7,8.8284,8.7938,0.27579
2.2,7,8,10.536,10.56,0.12568
2.3,7,1,8.7908,8.9159,0.23984
2.3,7,2,10.617,10.869,0.11139
2.3,7,3,8.7908,8.7935,0.24135
2.3,7,4,10.617,10.561,0.10999
2.3,7,5,9.0868,8.9178,0.23985
2.3,7,6,11.22,10.873,0.11138
2.3,7,7,8.8284,8.7938,0.24136
2.3,7,8,10.536,10.56,0.10999
2.4,7,1,8.7908,8.9159,0.21109
2.4,7,2,10.617,10.869,0.098036
2.4,7,3,8.7908,8.7935,0.21242
2.4,7,4,10.617,10.561,0.096803
2.4,7,5,9.0868,8.9178,0.2111
2.4,7,6,11.22,10.873,0.098032
2.4,7,7,8.8284,8.7938,0.21243
2.4,7,8,10.536,10.56,0.096805
2.5,7,1,8.7908,8.9159,0.18676
2.5,7,2,10.617,10.869,0.086736
2.5,7,3,8.7908,8.7935,0.18794
2.5,7,4,10.617,10.561,0.085646
2.5,7,5,9.0868,8.9177,0.18677
2.5,7,6,11.22,10.873,0.086733
2.5,7,7,8.8284,8.7937,0.18795
2.5,7,8,10.536,10.56,0.085647
2.6,7,1,8.7908,8.916,0.16603
2.6,7,2,10.617,10.87,0.077108
2.6,7,3,8.7908,8.7935,0.16708
2.6,7,4,10.617,10.561,0.076139
2.6,7,5,9.0868,8.9177,0.16604
2.6,7,6,11.22,10.873,0.077105
2.6,7,7,8.8284,8.7937,0.16708
2.6,7,8,10.536,10.56,0.07614
2.7,7,1,8.7908,8.916,0.14826
2.7,7,2,10.617,10.87,0.068854
2.7,7,3,8.7908,8.7935,0.14919
2.7,7,4,10.617,10.561,0.067988
2.7,7,5,9.0868,8.9176,0.14826
2.7,7,6,11.22,10.873,0.068852
2.7,7,7,8.8284,8.7937,0.1492
2.7,7,8,10.536,10.56,0.067989
2.8,7,1,8.7908,8.916,0.13293
2.8,7,2,10.617,10.87,0.061737
2.8,7,3,8.7908,8.7935,0.13377
2.8,7,4,10.617,10.561,0.060961
2.8,7,5,9.0868,8.9176,0.13294
2.8,7,6,11.22,10.873,0.061735
2.8,7,7,8.8284,8.7937,0.13378
2.8,7,8,10.536,10.56,0.060962
2.9,7,1,8.7908,8.916,0.11965
2.9,7,2,10.617,10.87,0.055568
2.9,7,3,8.7908,8.7935,0.12041
2.9,7,4,10.617,10.561,0.05487
2.9,7,5,9.0868,8.9176,0.11966
2.9,7,6,11.22,10.873,0.055566
2.9,7,7,8.8284,8.7937,0.12041
2.9,7,8,10.536,10.56,0.05487
3,7,1,8.7908,8.9161,0.10808
3,7,2,10.617,10.87,0.050194
3,7,3,8.7908,8.7935,0.10876
3,7,4,10.617,10.561,0.049563
3,7,5,9.0868,8.9175,0.10808
3,7,6,11.22,10.873,0.050193
