2.2057,2.5067,2.8782,2.252,2.6765,2.5405,2.3157,2.2308
4.5729,4.8877,5.2734,4.6215,5.0643,4.9229,4.6882,4.5993
6.8662,7.1885,7.5834,6.916,7.3694,7.2245,6.9843,6.8932
11.4256,11.754,12.1573,11.4762,11.9386,11.7908,11.5458,11.453
